전문/일반,품명,국가,포장단위, 금액(USD)
전문,레코벨프리필드펜(폴리트로핀델타)(유전자재조합),DENMARK,0.36ML/1PFP/BOX,"  66,560 "
전문,레코벨프리필드펜(폴리트로핀델타)(유전자재조합),DENMARK,1.08ML/1PFP/BOX,"  52,945 "
전문,레코벨프리필드펜(폴리트로핀델타)(유전자재조합),DENMARK,2.16ML/1PFP/BOX,"  162,510 "
전문,레파타주프리필드펜(에볼로쿠맙),NETHERLANDS,1ML/1PFP/PACK,"  1,370,028 "
전문,레프라갈주(아갈시다제알파),SWEDEN,3.5ML/1VIAL,"  1,300,447 "
전문,레프라갈주(아갈시다제알파),SWEDEN,3.5ML/VIAL,"  802,596 "
전문,렉사프로정10밀리그람(에스시탈로프람옥살산염),DENMARK,100TAB/BOTTLE,"  6,829,253 "
전문,렉사프로정10밀리그람(에스시탈로프람옥살산염),DENMARK,14TAB/2PTP/PACK,"  1,218,516 "
전문,렉사프로정15밀리그램(에스시탈로프람옥살산염),DENMARK,14TAB/2PTP/PACK,"  506,756 "
전문,렉사프로정20밀리그람(에스시탈로프람옥살산염),DENMARK,100TAB/BOTTLE,"  1,689,037 "
전문,렉사프로정20밀리그람(에스시탈로프람옥살산염),DENMARK,14TAB/2PTP/PACK,"  1,030,360 "
전문,렉사프로정5밀리그람(에스시탈로프람옥살산염),DENMARK,100TAB/BOTTLE,"  1,773,416 "
전문,렉사프로정5밀리그람(에스시탈로프람옥살산염),DENMARK,14TAB/2PTP/PACK,"  3,367,637 "
전문,렌벨라산0.8그램(세벨라머탄산염),USA,90포/PACK,"  93,520 "
전문,렌벨라정(세벨라머탄산염),NETHERLANDS,180TAB/BOTTLE,"  4,795,608 "
전문,렌비마캡슐4밀리그램(렌바티닙메실산염),U.K,10CAP/3PTP/BOX,"  2,584,329 "
전문,렐레팍트LH-RH(고나도렐린아세트산염),GERMANY,1ML/10AMP/BOX,"  958,328 "
전문,렐바100엘립타,U.K,1INHALER/PACK(30DOSE),"  9,486,837 "
전문,렐바200엘립타,U.K,30DOSE/1BOTTLE/PACK,"  3,221,329 "
전문,"렘트라다주(알렘투주맙)(단클론항체,유전자재조합)",BELGIUM,1.2ML/VIAL,"  647,074 "
전문,로도질정,FRANCE,10TAB/2PTP/PACK,"  1,702,960 "
전문,로라엔정(디에노게스트(미분화)),SPAIN,28TAB/1PTP/PACK,"  106,983 "
전문,로메프론안과이과용액(로메플록사신염산염),JAPAN,5ML/10BOTTLE/BOX,"  279,584 "
전문,로미플레이트주250마이크로그램(로미플로스팀),JAPAN,375ΜG/1VVIAL/BOX,"  1,932,903 "
전문,로세핀주사1그람(세프트리악손나트륨),SWITZERLAND,10ML/1VIAL/PACK,"  46,207 "
전문,로섹스겔0.75%(메트로니다졸),FRANCE,15G/TUBE,"  396,635 "
전문,로섹스겔0.75%(메트로니다졸),FRANCE,30G/TUBE,"  75,229 "
전문,로수코정10밀리그램(로수바스타틴칼슘),SLOVENIA,7TAB/4PTP/PACK,"  479,629 "
전문,로수코정20밀리그램(로수바스타틴칼슘),SLOVENIA,7TAB/4PTP/PACK,"  100,833 "
전문,로수코정5밀리그램(로수바스타틴칼슘),SLOVENIA,7TAB/4PTP/PACK,"  272,369 "
전문,로이나제주(엘아스파라기나제),JAPAN,10000KU/1VIAL/BOX,"  307,404 "
전문,로잔정(디에노게스트(미분화)),GERMANY,14TAB/2PTP/PACK,"  390,606 "
전문,로즐리트렉캡슐200밀리그램(엔트렉티닙),SWITZERLAND,90CAP/BOTTLE,"  50,503 "
전문,로지맥스서방정,SWEDEN,15TAB/2PTP/CARTON,"  19,679 "
전문,로칼트롤연질캡슐0.25마이크로그람(칼시트리올),SWITZERLAND,10CAP/3PTP/PACK,"  185,230 "
전문,로타릭스프리필드(경구용약독화로타생바이러스백신),BELGIUM,1.5ML/10PFS/PACK(용제포함),"  7,734,200 "
전문,로타텍액[경구용약독화로타생바이러스백신(사람-소재배열)],USA,2ML/10TUBE/PACK,"  6,015,481 "
전문,로테맥스점안현탁액0.5%(로테프레드놀에타보네이트),USA,5ML/BOTTLE,"  358,996 "
전문,로파마알레르기진단용시약,ITALY,3.5ML/1BOTTLE/KIT,"  203,063 "
전문,롱퀵스프리필드주(리페그필그라스팀),NETHERLANDS,0.6ML/1PFS/PACK,"  1,350,077 "
전문,루미간점안액0.01%(비마토프로스트),IRELAND,3ML/BOTTLE,"  4,686,924 "
전문,루베리스주75아이유(루트로핀알파),SWITZERLAND,1VIAL/BOX,"  131,040 "
전문,"루센티스주10밀리그램/밀리리터(라니비주맙,유전자재조합)",SWITZERLAND,0.23ML/1VIAL/BOX,"  865,198 "
전문,"루센티스주10밀리그램/밀리리터(라니비주맙,유전자재조합)",SWITZERLAND,0.3ML/1VIAL/BOX,"  1,407,061 "
전문,"루센티스주10밀리그램/밀리리터(라니비주맙,유전자재조합)",SWITZERLAND,2ML/1VIAL/BOX,"  1,826,481 "
전문,루센티스프리필드시린지(0.5mg/0.05mL)(라니비주맙),SWITZERLAND,0.165ML/1PFS/CARTON,"  30,278,662 "
전문,루티너스질정(프로게스테론),SWEDEN,7TAB/3PTP/BOX(질정삽입기구21개),"  892,878 "
전문,루파핀정(루파타딘푸마르산염),SPAIN,10TAB/10PTP/BOX,"  652,248 "
전문,루파핀정(루파타딘푸마르산염),SPAIN,10TAB/3PTP/BOX,"  293,495 "
전문,루프린디피에스주11.25밀리그램(류프로렐린아세트산염),JAPAN,130MG/1SYRINGE/BOX,"  4,213,195 "
전문,루프린디피에스주22.5밀리그램(류프로렐린아세트산염),JAPAN,22.5MG/1SYRINGE/BOX,"  620,155 "
전문,루프린디피에스주3.75밀리그램(류프로렐린아세트산염),JAPAN,44.1MG/1SYRINGE/BOX,"  214,712 "
전문,루프린주3.75mg(류프로렐린아세트산염),JAPAN,44.1MG/1VIAL/BOX,"  10,213,916 "
전문,류스타틴주사액(클라드리빈),ITALY,10ML/7VIAL/PACK,"  163,845 "
전문,리그노스판스탠다드,FRANCE,1.8ML/50AMP/BOX,"  1,023,564 "
전문,리그노스판스페셜주,FRANCE,1.8ML/50AMP/BOX,"  32,762 "
전문,리리카CR서방정165밀리그램(프레가발린),USA,30TAB/BOTTLE,"  629,956 "
전문,리리카CR서방정330밀리그램(프레가발린),USA,30TAB/BOTTLE,"  296,042 "
전문,리리카CR서방정82.5밀리그램(프레가발린),USA,30TAB/BOTTLE,"  125,705 "
전문,리리카캡슐150밀리그램(프레가발린),BELGIUM,30CAP/BOTTLE,"  12,022,404 "
전문,리리카캡슐150밀리그램(프레가발린),U.K,30CAP/BOTTLE,"  1,717,001 "
전문,리리카캡슐25밀리그램(프레가발린),BELGIUM,30CAP/BOTTLE,"  1,587,739 "
전문,리리카캡슐25밀리그램(프레가발린),U.K,30CAP/BOTTLE,"  98,891 "
전문,리리카캡슐300밀리그램(프레가발린),BELGIUM,30CAP/BOTTLE,"  2,260,102 "
전문,리리카캡슐300밀리그램(프레가발린),U.K,30CAP/BOTTLE,"  422,293 "
전문,리리카캡슐50밀리그램(프레가발린),BELGIUM,30CAP/BOTTLE,"  3,254,475 "
전문,리리카캡슐50밀리그램(프레가발린),U.K,30CAP/BOTTLE,"  513,952 "
전문,리리카캡슐75밀리그램(프레가발린),BELGIUM,30CAP/BOTTLE,"  17,306,366 "
전문,리리카캡슐75밀리그램(프레가발린),U.K,30CAP/BOTTLE,"  2,776,192 "
전문,리비알정(티볼론),NETHERLANDS,28TAB/1PTP/PACK,"  7,385,786 "
전문,리소드렌정500밀리그람(미토테인),FRANCE,100TAB/BOTTLE,"  52,198 "
전문,리스몬티지점안액0.25%(티몰롤말레산염),JAPAN,2.5ML/10BOTTLE/BOX,"  20,834 "
전문,리스몬티지점안액0.5%(티몰롤말레산염),JAPAN,2.5ML/10BOTTLE/BOX,"  260,303 "
전문,리스페달콘스타주사25밀리그람(리스페리돈),SWITZERLAND,65.6MG/1VIAL/PACK,"  18,516 "
전문,리스페달콘스타주사37.5밀리그람(리스페리돈),SWITZERLAND,98.4MG/1VIAL/PACK,"  25,878 "
전문,리옥셀피브릴(산화재생셀룰로오스),TURKEY,1매/PACK(10.2CMX10.2CM),"  106,540 "
전문,리옥셀피브릴(산화재생셀룰로오스),TURKEY,1매/PACK(2.6CMX5.1CM),"  272,686 "
전문,리옥셀피브릴(산화재생셀룰로오스),TURKEY,1매/PACK(5.1CMX10.2CM),"  185,918 "
전문,리조덱플렉스터치주100단위/밀리리터,DENMARK,3ML/5PFP/PACK,"  13,434,618 "
전문,리큅정0.25밀리그램(로피니롤염산염),SPAIN,21TAB/1PTP/PACK,"  648,305 "
전문,리큅정1밀리그램(로피니롤염산염),SPAIN,21TAB/1PTP/PACK,"  747,107 "
전문,리큅정2밀리그램(로피니롤염산염),SPAIN,21TAB/1PTP/PACK,"  472,565 "
전문,리큅정5밀리그램(로피니롤염산염),SPAIN,21TAB/1PTP/PACK,"  53,033 "
전문,리큅피디정2밀리그램(로피니롤염산염),SPAIN,14TAB/2PTP/PACK,"  701,281 "
전문,리큅피디정4밀리그램(로피니롤염산염),SPAIN,14TAB/2PTP/PACK,"  891,808 "
전문,리큅피디정8밀리그램(로피니롤염산염),SPAIN,14TAB/2PTP/PACK,"  510,536 "
전문,리트모놈SR서방캡슐225밀리그램(프로파페논염산염),GERMANY,10CAP/5PTP/BOX,"  1,446,814 "
전문,리트모놈SR서방캡슐325밀리그램(프로파페논염산염),GERMANY,10CAP/5PTP/BOX,"  645,469 "
전문,리트모놈SR서방캡슐425밀리그램(프로파페논염산염),GERMANY,10CAP/5PTP/BOX,"  139,995 "
전문,리포아란주사(치옥트산),JAPAN,5ML/AMP,"  281,535 "
전문,리포푼딘엠씨티20%주,GERMANY,100ML/1BOTTLE/PACK,"  99,444 "
전문,리포푼딘엠씨티20%주,GERMANY,250ML/PACK,"  127,300 "
전문,리피뎀주,GERMANY,250ML/BOTTLE,"  148,891 "
전문,리피뎀주,GERMANY,500ML/BOTTLE,"  66,034 "
전문,리피딜슈프라정(페노피브레이트),FRANCE,30TAB/1BOTTLE/BOX,"  12,868,397 "
전문,리피오돌울트라액(아이오다이즈드오일),FRANCE,10ML/10AMP/BOX,"  2,273,745 "
전문,리피오돌울트라액(아이오다이즈드오일),FRANCE,10ML/1AMP/BOX,"  2,611,552 "
전문,리피토정10밀리그램(아토르바스타틴칼슘삼수화물),GERMANY,7TAB/4BLISTER/CARTON,"  12,075,762 "
전문,리피토정10밀리그램(아토르바스타틴칼슘삼수화물),GERMANY,7TAB/4PTP/CARTON,"  2,894,709 "
전문,리피토정10밀리그램(아토르바스타틴칼슘삼수화물),GERMANY,90TAB/BOTTLE,"  44,387,629 "
전문,리피토정20밀리그램(아토르바스타틴칼슘삼수화물),GERMANY,7TAB/4BLISTER/CARTON,"  3,189,653 "
전문,리피토정20밀리그램(아토르바스타틴칼슘삼수화물),GERMANY,90TAB/BOTTLE,"  21,242,058 "
전문,리피토정40밀리그램(아토르바스타틴칼슘삼수화물),GERMANY,7TAB/4PTP/CARTON,"  14,027,964 "
전문,리피토정80밀리그램(아토르바스타틴칼슘삼수화물),GERMANY,7TAB/4PTP/CARTON,"  2,904,588 "
전문,"릭수비스주(혈액응고인자IX,노나코그감마(유전자재조합))",USA,1000IU/1VIAL/PACK,"  686,872 "
전문,"릭수비스주(혈액응고인자IX,노나코그감마(유전자재조합))",USA,2000IU/1VIAL/PACK,"  1,107,401 "
전문,"릭수비스주(혈액응고인자IX,노나코그감마(유전자재조합))",USA,250IU/1VIAL/PACK,"  183,801 "
전문,"릭수비스주(혈액응고인자IX,노나코그감마(유전자재조합))",USA,3000IU/1VIAL/PACK,"  2,547,678 "
전문,"릭수비스주(혈액응고인자IX,노나코그감마(유전자재조합))",USA,500IU/1VIAL/PACK,"  298,902 "
전문,릭시아나정15밀리그램(에독사반토실산염수화물),GERMANY,14TAB/1PTP/BOX,"  221,470 "
전문,릭시아나정30밀리그램(에독사반토실산염수화물),GERMANY,14TAB/2PTP/BOX,"  7,472,030 "
전문,릭시아나정60밀리그램(에독사반토실산염수화물),GERMANY,14TAB/2PTP/BOX,"  9,867,663 "
전문,린버크서방정15밀리그램(유파다시티닙반수화물),GERMANY,7TAB/4PTP/BOX,"  417,750 "
전문,린파자정100밀리그램(올라파립),SWEDEN,8TAB/7PTP/PACK,"  297,503 "
전문,린파자정150밀리그램(올라파립),SWEDEN,8TAB/7PTP/PACK,"  2,213,221 "
전문,린파자캡슐50밀리그램(올라파립),SWEDEN,112CAP/4BOTTLE/PACK,"  7,275,774 "
전문,릴레스타트점안액0.05%(에피나스틴염산염),IRELAND,5ML/BOTTLE,"  853,436 "
전문,마도파에취비에스캡슐125,SWITZERLAND,100CAP/1BOTTLE/PACK,"  281,106 "
전문,마도파정,SWITZERLAND,100TAB/1BOTTLE/PACK,"  1,952,921 "
전문,마도파정125,SWITZERLAND,100TAB/1BOTTLE/PACK,"  5,582,070 "
전문,마도파확산정125,SWITZERLAND,100TAB/1BOTTLE/PACK,"  232,521 "
전문,마벤클라드정(클라드리빈),NETHERLANDS,1TAB/1PTP/BOX,"  404,404 "
전문,마비렛정,U.K,3TAB/7PTP/4PACK/BOX,"  19,409,748 "
전문,마시본액(알렌드론산나트륨수화물),ARGENTINA,100ML/BOTTLE,"  102,416 "
전문,마이오뷰주사(설포살리실산테트로포스민),NORWAY,5VIAL/KIT,"  301,400 "
전문,마이오뷰주사(설포살리실산테트로포스민),U.K,5VIAL/KIT,"  198,650 "
전문,마이오스타트주사(카바콜),USA,1.5ML/12VIAL/PACK,"  210,752 "
전문,마이오자임주(알글루코시다제알파),NETHERLANDS,304.1MG/1VIAL/BOX,"  8,454,046 "
전문,마이카민주사50밀리그램(미카펑긴나트륨),JAPAN,50MG/10VIAL/BOX,"  1,807,049 "
전문,마이크로비스크주10.0mg(히알우론산나트륨),SWEDEN,0.85ML/1관/BOX,"  170,445 "
전문,마이폴틱장용정180밀리그램(미코페놀레이트나트륨),SWITZERLAND,10TAB/5PTP/PACK,"  1,664,157 "
전문,마이폴틱장용정360밀리그램(미코페놀레이트나트륨),SWITZERLAND,10TAB/5PTP/PACK,"  5,838,020 "
전문,마카이드주(트리암시놀론아세토니드),JAPAN,40MG/1VIAL,"  215,991 "
전문,마카이드주(트리암시놀론아세토니드),JAPAN,40MG/1VIAL/CARTON,"  248,862 "
전문,마케인헤비주사20mg(부피바카인염산염수화물),IRELAND,4ML/5AMP/CARTON,"  413,200 "
전문,말라론정,AUSTRALIA,12TAB/1PTP/PACK,"  952,976 "
전문,"맙테라주(리툭시맙)(단클론항체,유전자재조합)",SWITZERLAND,10ML/2VIAL/PACK,"  2,204,047 "
전문,"맙테라주(리툭시맙)(단클론항체,유전자재조합)",SWITZERLAND,50ML/1VIAL/PACK,"  8,527,942 "
전문,맙테라피하주사(리툭시맙)(유전자재조합),GERMANY,11.7ML/1VIAL/PACK,"  3,047,875 "
전문,맙테라피하주사(리툭시맙)(유전자재조합),U.K,11.7ML/1VIAL/PACK,"  3,189,420 "
전문,맙테라피하주사(리툭시맙)(유전자재조합),U.K,13.4ML/1VIAL/PACK,"  10,695 "
전문,매큐셀정0.5밀리그램(트라메티닙디메틸설폭시드),IRELAND,30TAB/BOTTLE,"  492,002 "
전문,매큐셀정2밀리그램(트라메티닙디메틸설폭시드),IRELAND,30TAB/BOTTLE,"  2,814,453 "
전문,맥시덱스안연고(덱사메타손),BELGIUM,3.5G/TUBE,"  106,337 "
전문,맥시덱스점안액(덱사메타손),BELGIUM,5ML/20BOTTLE/CARTON,"  63,564 "
전문,맥시트롤안연고,BELGIUM,3.5G/TUBE,"  130,660 "
전문,맥시트롤점안액,BELGIUM,5ML/20BOTTLE/BOX,"  182,644 "
전문,멀택정(드로네다론염산염),FRANCE,10TAB/6BLISTER/BOX,"  2,516,646 "
전문,멀택정(드로네다론염산염),FRANCE,10TAB/6PTP/BOX,"  1,224,798 "
전문,멀티빅2칼륨액5L,GERMANY,5L/2BAG/BOX,"  17,216 "
전문,멀티빅4칼륨액5L,GERMANY,5L/2BAG/BOX,"  1,110,277 "
전문,멀티빅무칼륨액,GERMANY,5L/2BAG/BOX,"  1,657,823 "
전문,메그발주50밀리그램(멜팔란염산염),INDIA,주성분50MGX1VIAL+첨부용제10MGX1VIAL/BOX,"  453,552 "
전문,"메낙트라주(수막구균(A,C,Y,W-135)다당류-DT단백접합백신)",USA,0.5ML/1VIAL/BOX,"  8,541,738 "
전문,메노푸어멀티도즈600IU(메노트로핀에이치피),CZECH,1VIAL/BOX(용제.주사침첨부),"  502,046 "
전문,메노푸어주(메노트로핀에이치피),SWITZERLAND,(75IUX10VIAL)+(1MLX10AMPULE)/SET,"  233,185 "
전문,메르스몬주(자하거추출물),JAPAN,2ML/10AMP/BOX,"  690,873 "
전문,메르스몬주(자하거추출물),JAPAN,2ML/50AMP/BOX,"  692,496 "
전문,메자반트엑스엘장용정1200밀리그램(메살라진),ITALY,12TAB/5BLISTER/CARTON,"  1,184,244 "
전문,메자반트엑스엘장용정1200밀리그램(메살라진),U.K,12TAB/5PTP/CARTON,"  1,599,719 "
전문,메토젝트주50mg/mL(메토트렉세이트),GERMANY,0.2ML/1PEN/PACK,"  214,395 "
전문,메토젝트주50mg/mL(메토트렉세이트),GERMANY,0.3ML/1PEN/PACK,"  287,811 "
전문,메토젝트주50mg/mL(메토트렉세이트),GERMANY,0.4ML/1PEN/PACK,"  61,004 "
전문,메토젝트주50mg/mL(메토트렉세이트),GERMANY,0.5ML/1PEN/PACK,"  44,649 "
전문,메트빅스크림160밀리그램/그램(메틸아미노레불린산염산염),U.K,2G/TUBE,"  24,083 "
전문,"멘비오[(수막구균A,C,W135,Y)-CRM197단백접합백신]",ITALY,0.5ML/1VIAL/PACK,"  555,889 "
전문,"멘비오[(수막구균A,C,W135,Y)-CRM197단백접합백신]",ITALY,0.5ML/5VIAL/PACK,"  2,699,041 "
전문,멜라탄서방정2밀리그램(멜라토닌),SWITZERLAND,15TAB/2PTP/BOX,  - 
전문,멜라토서방정2밀리그램(멜라토닌),SWITZERLAND,15TAB/2PTP/PACK,  - 
전문,멜로디구강붕해정7.5밀리그램(멜로시캄),U.K,10TAB/3PTP/PACK,"  59,306 "
전문,멜스몬주(자하거추출물),JAPAN,2ML/50AMP/BOX,"  983,973 "
전문,모노리툼플라스정15밀리그램(란소프라졸),SPAIN,7TAB/4PTP/PACK,"  672,109 "
전문,모노리툼플라스정30밀리그램(란소프라졸),SPAIN,7TAB/4PTP/PACK,"  425,298 "
전문,모노퍼주(철이소말토시드착염),DENMARK,2ML/5AMP/BOX,"  1,148,139 "
전문,모노퍼주(철이소말토시드착염),DENMARK,5ML/5AMP/BOX,"  425,615 "
전문,모노프로스트점안액(라타노프로스트)(1회용),FRANCE,0.2ML/30BOTTLE/PACK,"  1,657,360 "
전문,모빅캡슐15밀리그램(멜록시캄),AUSTRALIA,10CAP/10PTP/PACK,"  287,194 "
전문,모빅캡슐7.5밀리그램(멜록시캄),AUSTRALIA,10CAP/10PTP/PACK,"  871,372 "
전문,모조빌주(플레릭사포르),NETHERLANDS,1.2ML/1VIAL/PACK,"  1,998,578 "
전문,뮤타플로캡슐(E.colistrainNissle1917의동결건조물),GERMANY,10CAP/10PTP/PACK,"  218,083 "
전문,미니린나잘스프레이(데스모프레신아세트산염),SWITZERLAND,5ML/1BOTTLE/BOX,"  271,099 "
전문,미니린멜트설하정120마이크로그램(데스모프레신아세트산염),U.K,10TAB/3PTP/BOX,"  340,439 "
전문,미니린멜트설하정240마이크로그램(데스모프레신아세트산염),SWITZERLAND,10TAB/3PTP/BOX,"  113,353 "
전문,미니린멜트설하정60마이크로그램(데스모프레신아세트산염),SWITZERLAND,10TAB/3PTP/BOX,"  433,324 "
전문,미니린정0.1밀리그램(데스모프레신아세트산염),SWITZERLAND,30TAB/1BOTTLE/BOX,"  1,639,620 "
전문,미니린정0.2밀리그램(데스모프레신아세트산염),SWITZERLAND,30TAB/1BOTTLE/BOX,"  1,094,295 "
전문,미니린주사액(데스모프레신아세트산염),SWITZERLAND,1ML/10AMP/BOX,"  59,861 "
전문,미드리아실1%점안액(트로픽아미드),BELGIUM,15ML/1BOTTLE/PACK,"  40,685 "
전문,미라펙스서방정0.375밀리그램(프라미펙솔염산염일수화물),GERMANY,10TAB/10PTP/PACK,"  364,953 "
전문,미라펙스서방정0.75밀리그램(프라미펙솔염산염일수화물),GERMANY,10TAB/10PTP/PACK,"  322,839 "
전문,미라펙스서방정1.5밀리그램(프라미펙솔염산염일수화물),GERMANY,10TAB/10PTP/PACK,"  988,150 "
전문,미라펙스정0.125밀리그램(프라미펙솔염산염일수화물),GERMANY,10TAB/10PTP/PACK,"  700,156 "
전문,미라펙스정0.25밀리그램(프라미펙솔염산염일수화물),GERMANY,10TAB/10PTP/PACK,"  1,438,157 "
전문,미라펙스정0.5밀리그램(프라미펙솔염산염일수화물),GERMANY,10TAB/10PTP/PACK,"  1,259,144 "
전문,미라펙스정1.0밀리그램(프라미펙솔염산염일수화물),GERMANY,10TAB/10PTP/PACK,"  1,197,831 "
전문,미레나20마이크로그람/일(레보노르게스트렐),FINLAND,1PIECE/PACK,"  4,676,875 "
전문,미르탁스오디티정15밀리그램(미르타자핀),INDIA,10TAB/3PTP/PACK,"  92,763 "
전문,미르탁스오디티정30밀리그램(미르타자핀),INDIA,10TAB/3PTP/PACK,"  115,448 "
전문,미르탁스정15mg(미르타자핀),AUSTRIA,10TAB/3PTP/PACK,"  189,014 "
전문,미르탁스정15mg(미르타자핀),AUSTRIA,120TAB/1BOTTLE/PACK,"  716,135 "
전문,미르탁스정30밀리그램(미르타자핀),AUSTRIA,30TAB/1BOTTLE/PACK,"  435,887 "
전문,미쎄라프리필드주100μg/0.3mL(메톡시폴리에칠렌글리콜-에포에틴베타),GERMANY,0.3ML/1PFS/PACK,"  1,235,479 "
전문,미쎄라프리필드주120μg/0.3mL(메톡시폴리에칠렌글리콜-에포에틴베타),GERMANY,0.3ML/1SYRINGE/PACK,"  2,261,736 "
전문,미쎄라프리필드주150μg/0.3mL(메톡시폴리에칠렌글리콜-에포에틴베타),GERMANY,0.3ML/1SYRINGE/PACK,"  942,356 "
전문,미쎄라프리필드주200μg/0.3mL(메톡시폴리에칠렌글리콜-에포에틴베타),GERMANY,0.3ML/1SYRINGE/PACK,"  2,657,303 "
전문,미쎄라프리필드주250μg/0.3mL(메톡시폴리에칠렌글리콜-에포에틴베타),GERMANY,0.3ML/1SYRINGE/PACK,"  535,232 "
전문,미쎄라프리필드주360μg/0.6mL(메톡시폴리에칠렌글리콜-에포에틴베타),GERMANY,0.6ML/1SYRINGE/PACK,"  594,008 "
전문,미쎄라프리필드주50μg/0.3mL(메톡시폴리에칠렌글리콜-에포에틴베타),GERMANY,0.3ML/1PFS/PACK,"  716,998 "
전문,미쎄라프리필드주75μg/0.3mL(메톡시폴리에칠렌글리콜-에포에틴베타),GERMANY,0.3ML/1SYRINGE/PACK,"  1,249,721 "
전문,미카르디스정40밀리그램(텔미사르탄),GERMANY,10TAB/3PTP/PACK,"  6,385,579 "
전문,미카르디스정80밀리그램(텔미사르탄),GERMANY,10TAB/3PTP/PACK,"  3,536,111 "
전문,미카르디스플러스정40/12.5밀리그램,GERMANY,10TAB/3PTP/PACK,"  2,692,332 "
전문,미카르디스플러스정80/12.5밀리그램,GERMANY,10TAB/3PTP/PACK,"  2,223,345 "
전문,믹스타드30HM주100단위/밀리리터(휴먼인슐린),DENMARK,10ML/1VIAL/PACK,"  17,188 "
전문,바라크루드정0.5밀리그램(엔테카비르),USA,10TAB/3PTP/PACK,"  34,690,002 "
전문,바라크루드정1.0밀리그램(엔테카비르),USA,10TAB/3PTP/PACK,"  2,677,873 "
전문,바리탑에치디현탁용분말(황산바륨),JAPAN,300G/BOTTLE,"  1,687,545 "
전문,바벤시오주(아벨루맙),NETHERLANDS,10ML/1VIAL/PACK,"  118,284 "
전문,바슈롬플루비프로펜나트륨점안액0.03%,USA,2.5ML/1BOTTLE/PACK,"  100,907 "
전문,바스티난엠알서방정(트리메타지딘염산염),FRANCE,30TAB/2PTP/BOX,"  3,618,541 "
전문,바스티난정(트리메타지딘염산염),CHINA,1000TAB/1BOTTLE/BOX,"  122,129 "
전문,바스티난정(트리메타지딘염산염),CHINA,15TAB/6PTP/BOX,"  87,791 "
전문,바이오캅지(탄산수소나트륨),EGYPT,650G/BOTTLE,"  740,191 "
전문,바이오캅지(탄산수소나트륨),EGYPT,750G/BOTTLE,"  84,582 "
전문,바이카트산(탄산수소나트륨),SWEDEN,650G/10BOTTLE/BOX,"  6,972,732 "
전문,바이카트산(탄산수소나트륨),SWEDEN,720G/10CAN/BOX,"  63,014 "
전문,바이토린정10/10,AUSTRALIA,10TAB/3PTP/PACK,"  5,419,949 "
전문,바이토린정10/20,AUSTRALIA,10TAB/3PTP/PACK,"  4,557,101 "
전문,바이토린정10/40,AUSTRALIA,10TAB/3PTP/PACK,"  693,303 "
전문,바티도르점안액,USA,5ML/BOTTLE,"  173,070 "
전문,바헬바레스피맷,GERMANY,4.5ML/1CATRIDGE/PACK(60번/카트리지(다회용)(리필용)1개),"  2,057,851 "
전문,바헬바레스피맷,GERMANY,4.5ML/1CATRIDGE/PACK(60번/카트리지(다회용)1개+레스피맷흡입기(다회용)1개),"  3,346,437 "
전문,바헬바레스피맷,GERMANY,4.5ML/1CATRIDGE/PACK(60번/카트리지(단회용)1개+레스피맷흡입기(단회용)1개),"  2,599,388 "
전문,박사르정2밀리그램(라시디핀),SPAIN,7TAB/4PTP/PACK,"  370,268 "
전문,박사르정4밀리그램(라시디핀),SPAIN,7TAB/4PTP/PACK,"  375,083 "
전문,박사르정6밀리그램(라시디핀),SPAIN,7TAB/4PTP/PACK,"  157,445 "
전문,박스터메트로니다졸주사500mg,U.K,100ML/1BAG/BOX,  7 
전문,박스터메트로니다졸주사500mg,U.K,100ML/50BAG/BOX,"  20,740 "
전문,박스터메트로니다졸주사500mg,U.K,100ML/60BAG/BOX,"  36,333 "
전문,박스터세보플루란흡입액,USA,250ML/6BOTTLE/BOX,"  228,800 "
전문,박씨그리프테트라주(인플루엔자분할백신),FRANCE,0.5ML/10PFS/BOX,"  10,606,131 "
전문,박타프리필드시린지(A형간염백신),USA,0.5ML/10PFS/PACK,"  1,395,646 "
전문,박타프리필드시린지(A형간염백신),USA,1ML/10PFS/PACK,"  5,568,324 "
전문,발긴발포과립,JAPAN,4G/500포/CARTON,"  342,398 "
전문,발싸이트정450밀리그람(염산발간시클로버),SWITZERLAND,60TAB/1BOTTLE/PACK,"  2,841,361 "
전문,발트렉스정500밀리그램(발라시클로비르염산염),SPAIN,10TAB/1PTP/PACK,"  648,727 "
전문,발트렉스정500밀리그램(발라시클로비르염산염),SPAIN,14TAB/3PTP/PACK,"  917,627 "
전문,발트렉스정500밀리그램(발라시클로비르염산염),SPAIN,6TAB/7PTP/PACK,"  634,674 "
전문,버간점안겔(간시클로버),FRANCE,5G/TUBE,"  385,743 "
전문,버제니오정100밀리그램(아베마시클립),NETHERLANDS,14TAB/5BLISTER/BOX,"  810,090 "
전문,버제니오정150밀리그램(아베마시클립),NETHERLANDS,14TAB/5BLISTERCARD/BOX,"  2,554,153 "
전문,버제니오정50밀리그램(아베마시클립),NETHERLANDS,14TAB/5BLISTERCARD/BOX,"  367,829 "
전문,"베네픽스주(혈액응고인자IX,노나코그-알파(유전자재조합))",USA,5ML/1VIAL/PACK,"  23,400,161 "
전문,베노훼럼주(수크로오스수산화제이철착염),SWITZERLAND,5ML/5AMP/BOX,"  1,790,770 "
전문,베루말액,GERMANY,13ML/BOTTLE,"  364,150 "
