전문/일반,품명,국가,포장단위, 금액(USD)
전문,바벤시오주,NETHERLANDS,10ML/1VIAL/PACK,"  666,113 "
전문,바슈롬플루비프로펜나트륨점안액0.03%,USA,2.5ML/1BOTTLE/PACK,"  76,512 "
전문,바스티난엠알서방정,FRANCE,30TAB/2PTP/BOX,"  4,402,895 "
전문,바스티난정,CHINA,1000TAB/1BOTTLE/BOX,"  293,129 "
전문,바스티난정,CHINA,15TAB/6PTP/BOX,"  140,712 "
일반,바이엘아스피린정500밀리그람,INDONESIA,10TAB/2PTP/PACK,"  264,565 "
일반,바이오아지니나액,ITALY,20ML/20VIAL/BOX,"  235,923 "
전문,바이오캅지,EGYPT,650G/BOTTLE,"  1,208,042 "
전문,바이오캅지,EGYPT,750G/BOTTLE,"  115,311 "
전문,바이카트산,SWEDEN,650G/10BOTTLE/BOX,"  8,413,571 "
전문,바이카트산,SWEDEN,720G/10BOTTLE/BOX,"  119,368 "
전문,바이토린정10/10,AUSTRALIA,10TAB/3PTP/PACK,"  4,977,535 "
전문,바이토린정10/20,AUSTRALIA,10TAB/3PTP/PACK,"  4,727,312 "
전문,바이토린정10/40,SINGAPORE,10TAB/3PTP/PACK,"  483,993 "
전문,바티도르점안액,USA,5ML/BOTTLE,"  78,893 "
전문,바헬바레스피맷(다회용),GERMANY,4.5ML/1CATRIDGE/PACK(60번/카트리지(다회용)1개+레스피맷흡입기(다회용)1개),"  5,276,531 "
전문,바헬바레스피맷(리필용),GERMANY,4.5ML/1CATRIDGE/PACK(60번/카트리지(다회용)(리필용)1개),"  4,793,602 "
전문,박사르정2밀리그램,SPAIN,7TAB/4PTP/PACK,"  187,531 "
전문,박사르정4밀리그램,SPAIN,7TAB/4PTP/PACK,"  390,197 "
전문,박사르정6밀리그램,SPAIN,7TAB/4PTP/PACK,"  125,157 "
전문,박스터메트로니다졸주사500mg,U.K,100ML/60BAG/BOX,"  55,445 "
전문,박스터세보플루란흡입액,USA,250ML/6BOTTLE/BOX,"  395,225 "
전문,박씨그리프테트라주,FRANCE,0.5ML/10PFS/BOX,"  15,055,506 "
전문,박타프리필드시린지,USA,0.5ML/10PFS/PACK,"  888,958 "
전문,박타프리필드시린지,USA,1ML/10PFS/PACK,"  2,159,089 "
일반,박티그라,U.K,10EA/CARTON(10X10CM),"  96,390 "
일반,박티그라,U.K,12EA/CARTON(15X100CM),"  28,734 "
일반,반테린코와이엑스크림,JAPAN,35G/TUBE,"  30,394 "
전문,발긴발포과립,JAPAN,4G/500포/CARTON,"  382,871 "
전문,발싸이트정450밀리그람,SWITZERLAND,60TAB/1BOTTLE/PACK,"  2,135,009 "
전문,발트렉스정500밀리그램,SPAIN,10TAB/1PTP/PACK,"  652,576 "
전문,발트렉스정500밀리그램,SPAIN,14TAB/3PTP/PACK,"  1,072,209 "
전문,버간점안겔,FRANCE,5G/TUBE,"  327,184 "
전문,버제니오정100밀리그램,NETHERLANDS,14TAB/5BLISTER/BOX,"  1,831,966 "
전문,버제니오정150밀리그램,NETHERLANDS,14TAB/5BLISTER/BOX,"  2,312,994 "
전문,버제니오정50밀리그램,NETHERLANDS,14TAB/5BLISTER/BOX,"  367,719 "
전문,베네픽스주,USA,5ML/1VIAL/PACK,"  29,396,317 "
일반,베노스타신캡슐,GERMANY,10CAP/6PTP/BOX,"  168,429 "
전문,베노훼럼주,SWITZERLAND,5ML/5AMP/BOX,"  2,093,218 "
전문,베루말액,GERMANY,13ML/BOTTLE,"  396,813 "
전문,베리플라스트-피콤비세트1mL,GERMANY,1ML/4VIAL/SET,"  135,837 "
전문,베리플라스트-피콤비세트3mL,GERMANY,3ML/4VIAL/SET,"  1,007,550 "
전문,베믈리디정,U.K,30TAB/BOTTLE,"  38,619,862 "
전문,베베스피에어로스피어7.2/5.0마이크로그램,FRANCE,120DOSE/1BOTTLE/PACK,  108 
전문,베사노이드연질캡슐10밀리그램,GERMANY,100CAP/BOTTLE,"  413,635 "
전문,베스폰사주,USA,1MG/1VIAL/PACK,"  3,944,533 "
전문,베시케어정10밀리그램,NETHERLANDS,10TAB/10PTP/BOX,"  1,337,721 "
전문,베시케어정5밀리그램,NETHERLANDS,10TAB/10PTP/BOX,"  5,977,954 "
전문,베이사글라퀵펜100단위/밀리리터,NETHERLANDS,3ML/5PEN/PACK,"  216,613 "
전문,베클루리주정맥주사용동결건조분말,USA,100MG/1VIAL/BOX,"  91,281,451 "
일반,베타딘인후스프레이,CYPRUS,50ML/BOTTLE,"  1,328,132 "
전문,베타미가서방정25밀리그램,NETHERLANDS,10TAB/9PTP/BOX,"  119,179 "
전문,베타미가서방정50밀리그램,NETHERLANDS,10TAB/9PTP/BOX,"  30,022,498 "
전문,베타페론주사,GERMANY,30MG/15VIAL/PACK,"  2,100,302 "
전문,베톱틱-에스점안액,USA,5ML/BOTTLE,"  596,647 "
전문,베톱틱점안액,BELGIUM,5ML/BOTTLE,"  186,278 "
전문,벤리스타주120밀리그램,U.K,120MG/1VIAL/PACK,"  699,260 "
전문,벤리스타주400밀리그램,U.K,400MG/1VIAL/PACK,"  989,197 "
전문,벤코드주100밀리그램,U.K,100MG/1VIAL/BOX,"  384,163 "
전문,벤코드주25밀리그램,U.K,25MG/5VIAL/BOX,"  77,872 "
전문,벤클렉스타정100밀리그램,GERMANY,120TAB/1BOTTLE/BOX,"  1,745,604 "
전문,벤클렉스타정100밀리그램,GERMANY,14TAB/1PTP/BOX,"  1,031,321 "
전문,벤클렉스타정100밀리그램,GERMANY,7TAB/1PTP/BOX,"  110,517 "
전문,벤클렉스타정10밀리그램,GERMANY,14TAB/1PTP/BOX,"  22,122 "
전문,벤클렉스타정50밀리그램,GERMANY,7TAB/1PTP/BOX,"  54,692 "
전문,벤타비스흡입액,AUSTRALIA,2ML/30BOTTLE/PACK,"  393,539 "
전문,벤토린네뷸2.5mg,AUSTRALIA,2.5ML/20AMP/PACK,"  867,916 "
전문,벤토린에보할러,SPAIN,200DOSE/1BOTTLE/PACK,"  1,056,887 "
전문,벤토린흡입액,U.K,20ML/1BOTTLE/PACK,"  176,187 "
전문,벨케이드주,BELGIUM,3.5MG/1VIAL/PACK,"  7,622,906 "
전문,벨포로츄어블정,SWITZERLAND,30TAB/BOTTLE,"  1,558,485 "
전문,벰폴라프리필드펜,HUNGARY,0.125ML/1PFS/BOX,"  104,630 "
전문,벰폴라프리필드펜,HUNGARY,0.25ML/1PFS/BOX,"  339,852 "
전문,벰폴라프리필드펜,HUNGARY,0.375ML/1PFS/BOX,"  463,221 "
전문,벰폴라프리필드펜,HUNGARY,0.5ML/1PFS/BOX,"  323,417 "
전문,보령답토마이신주350mg,SPAIN,350MG/1VIAL/BOX,"  226,396 "
전문,보령답토마이신주500mg,SPAIN,500MG/1VIAL/BOX,"  289,794 "
전문,보신티정20밀리그램,JAPAN,10TAB/10PTP/BOX,  292 
전문,보테벨주3.5밀리그램,GERMANY,3.3MG/1VIAL/BOX,"  314,100 "
전문,보톡스주,IRELAND,100UNIT/1VIAL/PACK,"  2,619,977 "
전문,보톡스주50단위,IRELAND,50UNIT/1VIAL/PACK,"  1,860,113 "
전문,보트리엔트정200밀리그램,IRELAND,30TAB/1BOTTLE/PACK,"  774,375 "
전문,보트리엔트정400밀리그램,IRELAND,30TAB/1BOTTLE/PACK,"  7,352,590 "
전문,본비바정150밀리그람,U.K,1TAB/1PTP/PACK,"  4,090,511 "
전문,본비바주,U.K,3ML/1PFS/PACK,"  4,743,457 "
전문,볼루라이트주6%,GERMANY,500ML/20BAG/PACK,"  2,906,160 "
전문,볼루벤주,GERMANY,500ML/20BAG/PACK,"  339,257 "
전문,볼리브리스정10밀리그램,CANADA,10TAB/3PTP/PACK,"  1,656,808 "
전문,볼리브리스정5밀리그램,CANADA,10TAB/3PTP/PACK,"  1,119,460 "
일반,볼타렌에멀겔,SWITZERLAND,50G/TUBE,"  351,917 "
일반,부광더모픽스겔,SPAIN,100ML/1BOTTLE/PACK,"  45,514 "
전문,부설펙스주(바이알),JAPAN,10ML/8VIAL/PACK,"  2,033,200 "
일반,부스코판당의정,INDONESIA,10TAB/1PTP/PACK,"  234,532 "
일반,부스코판당의정,INDONESIA,500TAB/BOTTLE,"  579,861 "
일반,부스코판플러스정,INDONESIA,10TAB/1PTP/PACK,"  221,797 "
일반,부스코판플러스정,INDONESIA,10TAB/2PTP/PACK,"  44,317 "
전문,부스트릭스프리필드시린지,BELGIUM,0.5ML/10PFS/PACK,"  5,871,007 "
전문,부스트릭스프리필드시린지,BELGIUM,0.5ML/1PFS/PACK,"  3,707,137 "
전문,브레디닌정25밀리그램,JAPAN,10TAB/10PTP/BOX,"  54,101 "
전문,브레디닌정50밀리그램,JAPAN,10TAB/10PTP/BOX,"  566,056 "
전문,브리디온주,NETHERLANDS,2ML/10VIAL/PACK,"  29,690,174 "
전문,브리디온주,NETHERLANDS,5ML/10VIAL/PACK,"  27,813 "
전문,브린텔릭스정10밀리그램,DENMARK,14TAB/2PTP/PACK,"  3,475,790 "
전문,브린텔릭스정20밀리그램,DENMARK,14TAB/2PTP/PACK,"  1,498,859 "
전문,브린텔릭스정5밀리그램,DENMARK,14TAB/2PTP/PACK,"  2,539,890 "
전문,브릴린타정60밀리그램,SWEDEN,10TAB/6PTP/PACK,"  1,156,814 "
전문,브릴린타정90밀리그램,SWEDEN,14TAB/4PTP/PACK,"  2,419,503 "
전문,브이펜드정200밀리그람,BELGIUM,7TAB/2BLISTER/CARTON,"  6,348,590 "
전문,브이펜드주사200밀리그람,USA,1VIAL/PACK,"  4,155,506 "
전문,블린사이토주35마이크로그램,USA,(38.5MCG/1VIAL+10ML/1AMP)/PACK,"  7,915,894 "
전문,비가목스점안액0.5%,SINGAPORE,5ML/BOTTLE,"  2,876,499 "
전문,비가비르정450밀리그램,INDIA,4TAB/5BLISTER/BOX,"  139,000 "
전문,비다자주100밀리그램,GERMANY,100MG/1VIAL/PACK,"  5,975,990 "
일반,비디클로라프렙외용액,USA,10.5ML/1SACHET/PACK,"  230,625 "
일반,비디클로라프렙외용액,USA,26ML/1SACHET/PACK,"  488,684 "
일반,비디클로라프렙외용액,USA,3ML/1SACHET/PACK,"  218,600 "
전문,비라토비캡슐75밀리그램,JAPAN,6CAP/7PTP/BOX,"  254,785 "
전문,비리어드정,U.K,30TAB/BOTTLE,"  51,661,630 "
전문,비모보정500/20밀리그램,SWEDEN,30TAB/1BOTTLE/PACK,"  1,184,325 "
전문,비모보정500/20밀리그램,SWEDEN,60TAB/1BOTTLE/PACK,"  7,800,309 "
전문,비미짐주,IRELAND,5ML/1VIAL/BOX,"  7,257,335 "
전문,비바코정10밀리그램,CANADA,30TAB/BOTTLE,"  4,114,560 "
전문,비바코정20밀리그램,CANADA,30TAB/BOTTLE,"  821,537 "
전문,비바코정5밀리그램,CANADA,30TAB/BOTTLE,"  2,663,718 "
전문,비백산,GERMANY,650G/16BAG/BOX(A형),"  93,598 "
전문,비백산,GERMANY,650G/16BAG/BOX(B형),"  16,262,190 "
전문,비백산,GERMANY,900G/12BAG/BOX(B형),"  297,561 "
전문,비브라운0.45%염화나트륨주사액,MALAYSIA,500ML/1BOTTLE/PACK,  366 
전문,비브라운0.9%생리식염주사액,MALAYSIA,100ML/1BOTTLE/PACK,"  163,022 "
전문,비브라운0.9%생리식염주사액,MALAYSIA,500ML/1BOTTLE/PACK,"  37,606 "
전문,비브라운5%포도당생리식염주사액,MALAYSIA,500ML/1BOTTLE/PACK,"  14,434 "
전문,비브라운5%포도당주사액,MALAYSIA,100ML/1BOTTLE/PACK,"  55,329 "
전문,비브라운5%포도당주사액,MALAYSIA,500ML/1BOTTLE/PACK,"  21,148 "
전문,비브라운멸균주사용증류수,MALAYSIA,500ML/1BOTTLE/PACK,"  31,442 "
전문,비브라운하트만액,MALAYSIA,500ML/1BOTTLE/PACK,"  5,977 "
전문,비비안트정20밀리그램,BELGIUM,28TAB/1PTP/PACK,"  1,849,406 "
전문,비스메드점안액,GERMANY,10ML/BOTTLE,"  326,085 "
전문,비스코트점안액,USA,0.75ML/1EA/PACK,"  264,454 "
전문,비아그라정100밀리그람,BELGIUM,4TAB/1BLISTER/BOX,"  1,934,437 "
전문,비아그라정50밀리그람,BELGIUM,4TAB/1BLISTER/BOX,"  1,101,391 "
일반,비아핀에멀젼,FRANCE,46.5G/TUBE,"  580,075 "
전문,비에스에스액,USA,15ML/1BOTTLE/PACK,"  123,115 "
전문,비에스에스액,USA,500ML/1BOTTLE/PACK,"  359,070 "
전문,비에스에스액플라스틱백타입,CANADA,500ML/BAG,  452 
전문,비에스에스액플라스틱백타입,USA,500ML/BAG,"  1,197,820 "
전문,비에스에스플러스(BSSPLUS)액,USA,(480ML/BOTTLE)+(20ML/VIAL)/PACK,"  254,214 "
전문,비에스에스플러스(BSSPLUS)액,USA,(480ML/BOTTLE+20ML/VIAL)/PACK,"  613,018 "
전문,비오뷰프리필드시린지,IRELAND,0.165ML/1PFS/PACK,"  3,889,304 "
일반,비오플250산,FRANCE,200포/CASE,"  2,822,988 "
일반,비오플250캡슐,FRANCE,6CAP/8PTP/CASE,"  1,900,165 "
전문,비자다킨주,INDIA,200MG/1VIAL/BOX,"  561,834 "
전문,비잔정,GERMANY,14TAB/2PTP/PACK,"  6,894,181 "
전문,비줄타점안액0.024%,USA,2.5ML/1BOTTLE/PACK,  61 
전문,비줄타점안액0.024%,USA,5ML/1BOTTLE/PACK,  196 
전문,비지파크주270밀리그람,NORWAY,100ML/10BOTTLE/PACK,"  2,765,301 "
전문,비지파크주270밀리그람,NORWAY,50ML/10BOTTLE/PACK,"  700,580 "
전문,비지파크주320밀리그람,NORWAY,100ML/10BOTTLE/PACK,"  8,028,506 "
전문,비지파크주320밀리그람,NORWAY,150ML/10BOTTLE/PACK,"  2,110,032 "
전문,비지파크주320밀리그람,NORWAY,200ML/10BOTTLE/PACK,"  872,091 "
전문,비지파크주320밀리그람,NORWAY,50ML/10BOTTLE/PACK,"  1,225,574 "
전문,비짐프로정15밀리그램,BELGIUM,10TAB/3BLISTER/PACK,"  324,489 "
전문,비짐프로정30밀리그램,BELGIUM,10TAB/3BLISTER/PACK,"  1,198,273 "
전문,비짐프로정45밀리그램,BELGIUM,10TAB/3BLISTER/PACK,"  4,409,888 "
전문,비카베라포도당1.5%칼슘1.75mmol/L복막투석액,GERMANY,2000ML/4BAG/BOX,"  505,861 "
전문,비카베라포도당1.5%칼슘1.75mmol/L복막투석액,GERMANY,5000ML/2BAG/BOX,"  53,117 "
전문,비카베라포도당2.3%칼슘1.75mmol/L복막투석액,GERMANY,2000ML/4BAG/BOX,"  244,867 "
전문,비카베라포도당2.3%칼슘1.75mmol/L복막투석액,GERMANY,5000ML/2BAG/BOX,"  23,972 "
전문,비카베라포도당4.25%칼슘1.75mmol/L복막투석액,GERMANY,2000ML/4BAG/BOX,"  55,453 "
전문,비카베라포도당4.25%칼슘1.75mmol/L복막투석액,GERMANY,5000ML/2BAG/BOX,"  11,882 "
전문,비타민D3비오엔주,FRANCE,1ML/1AMP/PACK,"  1,007,278 "
전문,비타민디(D)3비코트랫주,GERMANY,1ML/5AMP/PACK,"  439,873 "
전문,비타판트주50,JAPAN,20ML/50AMP/BOX,"  31,848 "
전문,비트락비액,GERMANY,100ML/BOTTLE,"  102,982 "
전문,비트락비캡슐100밀리그램,GERMANY,56CAP/BOTTLE,"  156,010 "
전문,비트락비캡슐25밀리그램,GERMANY,56CAP/BOTTLE,"  13,435 "
일반,비판텐연고,GERMANY,100G/1TUBE/PACK,"  414,094 "
일반,비판텐연고,GERMANY,30G/1TUBE/PACK,"  3,217,656 "
전문,비프리브주,IRELAND,4ML/1VIAL/BOX,"  935,826 "
전문,빅타비정,U.K,30TAB/BOTTLE,"  32,335,722 "
전문,빅토자펜주6밀리그램/밀리리터,DENMARK,3ML/2PFP/PACK,"  165,781 "
전문,빈다맥스캡슐61밀리그램,BELGIUM,10CAP/3PTP/BOX,"  5,216,831 "
전문,빈다켈캡슐20밀리그램,BELGIUM,10CAP/3PTP/BOX,"  985,708 "
일반,사리돈에이정,INDONESIA,10TAB/1PTP/PACK,"  1,622,878 "
전문,사이람자주10밀리그램/밀리리터,NETHERLANDS,10ML/1VIAL/CARTON,"  1,436,289 "
전문,사이람자주10밀리그램/밀리리터,NETHERLANDS,50ML/1VIAL/CARTON,"  7,244,933 "
전문,사이클로제스트질좌제400밀리그램,U.K,15EA/1FOIL/PACK,"  539,548 "
전문,사이클로제스트프로게스테론질좌제200밀리그램,U.K,15EA/1FOIL/PACK,"  385,906 "
전문,삭센다펜주6밀리그램/밀리리터,DENMARK,3ML/1PFP/PACK,"  17,597,080 "
전문,삭센다펜주6밀리그램/밀리리터,DENMARK,3ML/5PFP/PACK,"  2,611,214 "
전문,산도스몬테루카스트세립4밀리그램,GERMANY,28포/PACK,"  31,654 "
전문,산도스설트랄린정,DENMARK,100TAB/1BOTTLE/CARTON,"  235,116 "
전문,산도스설트랄린정100밀리그램,GERMANY,100TAB/1BOTTLE/PACK,"  202,301 "
전문,산도스암로디핀정5밀리그램,SWITZERLAND,100TAB/BOTTLE,"  61,823 "
전문,산도스암로디핀정5밀리그램,SWITZERLAND,30TAB/BOTTLE,"  8,429 "
전문,산도스에스시탈로프람정10밀리그램,INDIA,100TAB/1BOTTLE/PACK,"  974,324 "
전문,산도스에스시탈로프람정15밀리그램,DENMARK,100TAB/1BOTTLE/PACK,"  203,414 "
전문,산도스에스시탈로프람정20밀리그램,DENMARK,100TAB/1BOTTLE/PACK,"  379,769 "
전문,산도스에스시탈로프람정5밀리그램,DENMARK,100TAB/1BOTTLE/PACK,"  322,277 "
전문,산도스올란자핀정10밀리그램,AUSTRIA,30TAB/BOTTLE,"  570,828 "
전문,산도스올란자핀정2.5밀리그램,AUSTRIA,30TAB/1BOTTE/CARTON,"  101,920 "
전문,산도스올란자핀정5밀리그램,AUSTRIA,30TAB/BOTTLE,"  173,864 "
전문,산도스타틴라르주사10밀리그램,SWITZERLAND,355MG/1VIAL/BOX(용제첨부),"  1,097,434 "
전문,산도스타틴라르주사20밀리그램,SWITZERLAND,20MG/1VIAL/BOX(용제첨부),"  1,972,942 "
전문,산도스타틴라르주사30밀리그램,SWITZERLAND,900MG/1VIAL/BOX(용제첨부),"  1,947,670 "
전문,산도스타틴주사0.1밀리그램/밀리리터,SWITZERLAND,1ML/5AMP/BOX,"  630,258 "
전문,산도스파록세틴정,GERMANY,100TAB/1BOTTLE/CARTON,"  71,048 "
전문,산도스파클리탁셀주6밀리그램/밀리리터,AUSTRIA,16.7ML/VIAL,"  161,208 "
전문,산도스파클리탁셀주6밀리그램/밀리리터,AUSTRIA,5ML/VIAL,"  15,034 "
전문,산도스프레가발린캡슐150밀리그램,CANADA,7CAP/4PTP/PACK,"  2,562 "
전문,산도스프레가발린캡슐75밀리그램,CANADA,7CAP/4PTP/PACK,"  8,494 "
전문,산디문뉴오랄내복액,SWITZERLAND,50ML/BOTTLE,"  80,512 "
전문,산디문뉴오랄연질캡슐100밀리그램,GERMANY,5CAP/10PTP/BOX,"  1,438,193 "
전문,산디문뉴오랄연질캡슐25밀리그램,GERMANY,5CAP/10PTP/PACK,"  2,450,627 "
전문,산디문주사,SWITZERLAND,5ML/10AMP/PACK,"  71,429 "
전문,산쿠소패취,USA,1PATCH/BOX(80.1X66.6MM),"  2,931,509 "
전문,산텐가리유니점안액,JAPAN,5ML/BOTTLE,"  1,286,055 "
전문,산텐미드린피점안액,JAPAN,10ML/BOTTLE,"  326,039 "
전문,산텐알레기살점안액,JAPAN,5ML/BOTTLE,"  130,769 "
전문,산텐플루메토론0.02점안액,JAPAN,5ML/BOTTLE,"  247,973 "
전문,산텐플루메토론0.1점안액,JAPAN,5ML/BOTTLE,"  1,371,300 "
전문,산텐히아레인0.1점안액,JAPAN,5ML/BOTTLE,"  581,183 "
전문,살라겐정,USA,100TAB/BOTTLE,"  1,214,858 "
전문,살라겐정,USA,30TAB/BOTTLE,"  501,573 "
전문,삼오플루다라빈주,BELARUS,50MG/1VIAL/BOX,"  46,049 "
전문,삼페넷주150밀리그램,KOREA,150MG/1VIAL/CARTON,"  1,523,349 "
전문,삼페넷주440밀리그램,KOREA,440MG/1VIAL/CARTON,"  1,151,948 "
일반,서근령약교포,TAIWAN,5PIECE/BAG(10*15CM),"  62,009 "
전문,서카딘서방정2mg,SWITZERLAND,15TAB/2PTP/CASE,"  1,735,930 "
전문,서튜러정100밀리그램,USA,6TAB/4PTP/BOX,"  4,797,039 "
전문,세느비트주사,BELGIUM,750MG/10VIAL/BOX,"  45,985 "
전문,세레델가캡슐84밀리그램,NETHERLANDS,14CAP/4BLISTER/BOX,"  2,574,476 "
전문,세레브로리진주,AUSTRIA,10ML/5AMP/BOX,"  3,454,704 "
전문,세레자임주400단위,USA,516MG/1VIAL/BOX,"  4,478,589 "
전문,세레타이드100디스커스,FRANCE,60DOSE/1BOTTLE/PACK,"  277,293 "
전문,세레타이드125에보할러,U.K,120DOSE/1BOTTLE/PACK,"  127,991 "
전문,세레타이드250디스커스,FRANCE,60DOSE/1BOTTLE/PACK,"  4,276,854 "
전문,세레타이드250에보할러,AUSTRALIA,120DOSE/1BOTTLE/PACK,"  256,565 "
전문,세레타이드500디스커스,FRANCE,60DOSE/1BOTTLE/PACK,"  1,257,508 "
전문,세레타이드50에보할러,U.K,120DOSE/1BOTTLE/PACK,"  25,349 "
전문,세레텍주,NORWAY,5VIAL/KIT,  344 
전문,세바트림주,TAIWAN,5ML/10AMP/BOX,"  72,981 "
전문,세비카에이치씨티정10/40/12.5밀리그램,GERMANY,14TAB/2PTP/BOX,"  5,880,712 "
전문,세비카에이치씨티정5/20/12.5밀리그램,GERMANY,14TAB/2PTP/BOX,"  5,183,109 "
전문,세비카에이치씨티정5/40/12.5밀리그램,GERMANY,14TAB/2PTP/BOX,"  3,990,536 "
전문,세비카정10/40밀리그램,GERMANY,14TAB/2PTP/BOX,"  2,493,573 "
전문,세비카정5/20밀리그램,GERMANY,14TAB/2PTP/BOX,"  13,054,443 "
전문,세비카정5/40밀리그램,GERMANY,14TAB/2PTP/BOX,"  4,093,823 "
전문,세엘진탈리도마이드캡슐50밀리그램,SWITZERLAND,14CAP/2PTP/PACK,"  756,424 "
전문,세트락살플러스점이액,SPAIN,10ML/BOTTLE,"  698,087 "
전문,세트로타이드주0.25밀리그램,NETHERLANDS,55.065MG/7VIAL/BOX,"  1,793,941 "
일반,센스리베정,U.K,21TAB/1PTP/BOX,"  205,310 "
일반,센티렉스실버어드밴스정,TAIWAN,30TAB/BOTTLE,"  445,641 "
일반,센티렉스어드밴스정,TAIWAN,30TAB/BOTTLE,"  716,755 "
일반,셀레나제100마이크로그램퍼오랄액,GERMANY,2ML/20AMP/PACK,"  1,276,041 "
전문,셀레나제100마이크로그램프로주사,GERMANY,2ML/50AMP/BOX,"  145,275 "
일반,셀레나제티퍼오랄액,GERMANY,10ML/10BOTTLE/PACK,"  338,326 "
전문,셀레나제티프로주사,GERMANY,10ML/10VIAL/BOX,"  1,558,352 "
전문,셀레나제티프로주사,GERMANY,20ML/10VIAL/BOX,"  510,246 "
전문,셀셉트캡슐250밀리그램,ITALY,10CAP/10PTP/PACK,"  7,645,243 "
전문,셀셉트현탁용분말1g/5ml,SWITZERLAND,174.9ML/1BOTTLE/PACK,"  119,550 "
전문,셉타네스트주1/100000,FRANCE,1.7ML/50CARTRIDGE/PACK,"  968,105 "
전문,셉타네스트주1/200000,FRANCE,1.7ML/50CARTRIDGE/PACK,"  47,552 "
전문,소나조이드주,NORWAY,16MCL/1VIAL/PACK(용제포함),"  362,371 "
전문,소노뷰주,SWITZERLAND,1VIAL/KIT,"  555,193 "
전문,소마버트주10밀리그램,BELGIUM,"10MG/30VIAL/BOX(첨부용제,1회용주사침포함)","  94,391 "
전문,소마버트주15밀리그램,BELGIUM,"15MG/30VIAL/BOX(첨부용제,1회용주사침포함)","  115,257 "
전문,소마버트주20밀리그램,BELGIUM,"20MG/30VIAL/BOX(첨부용제,1회용주사침포함)","  151,025 "
전문,소마버트주25밀리그램,BELGIUM,"25MG/30VIAL/BOX(첨부용제,1회용주사침포함)","  128,422 "
전문,소마버트주30밀리그램,BELGIUM,"30MG/30VIAL/BOX(첨부용제,1회용주사침포함)","  139,103 "
전문,소마토산주,ICELAND,3.5MG/1AMP/PACK,"  166,076 "
전문,소마툴린오토젤120밀리그램주사(프리필드),FRANCE,120MG/1PFS/BOX,"  2,378,456 "
전문,소마툴린오토젤60밀리그람주사(프리필드),FRANCE,1SYRINGE/BOX,"  564,077 "
전문,소마툴린오토젤90밀리그람주사(프리필드),FRANCE,90MG/1PFS/BOX,"  518,536 "
일반,소프타-맨액,GERMANY,1000ML/BOTTLE,"  62,729 "
전문,솔루메드롤주125밀리그램,BELGIUM,125MG/1VIAL/PACK,"  49,189 "
전문,솔루메드롤주500밀리그램,BELGIUM,500MG/1VIAL/PACK,"  7,506 "
전문,솔리리스주,USA,30ML/1VIAL/BOX,"  27,533,325 "
전문,솔리쿠아펜주(10-40),GERMANY,3ML/3PEN/BOX,"  2,953,393 "
전문,솔리쿠아펜주(30-60),GERMANY,3ML/3PEN/BOX,"  1,455,903 "
전문,솔카트비산,GERMANY,650G/1BOTTLE/PACK,"  1,799,508 "
전문,솔카트비산,GERMANY,760G/1BOTTLE/PACK,"  14,223 "
전문,수란트라크림1%,FRANCE,15G/TUBE,"  560,889 "
전문,수란트라크림1%,FRANCE,30G/TUBE,"  351,880 "
전문,수텐캡슐12.5밀리그램,USA,28CAP/BOTTLE,"  899,195 "
전문,수텐캡슐25밀리그램,USA,28CAP/BOTTLE,"  3,063,395 "
전문,수텐캡슐50밀리그램,USA,28CAP/BOTTLE,"  1,780,067 "
전문,슈글렛정50밀리그램,JAPAN,10TAB/10PTP/BOX,"  1,183,702 "
전문,슈프레인액,PUERTO RICO,240ML/6BOTTLE/BOX,"  5,906,214 "
전문,스모프리피드20%주,AUSTRIA,100ML/10BOTTLE/PACK,"  342,875 "
전문,스모프리피드20%주,AUSTRIA,250ML/10BOTTLE/PACK,"  405,270 "
전문,스모프리피드20%주,AUSTRIA,500ML/10BOTTLE/PACK,"  1,039,757 "
전문,스모프리피드20%주,AUSTRIA,50ML/10BOTTLE/PACK,"  51,085 "
전문,스모프카비벤주,SWEDEN,1477ML/4BAG/PACK,"  1,439,003 "
전문,스모프카비벤주,SWEDEN,1970ML/4BAG/PACK,"  235,068 "
전문,스모프카비벤주,SWEDEN,493ML/6BAG/PACK,"  21,539 "
전문,스모프카비벤주,SWEDEN,986ML/4BAG/PACK,"  1,633,975 "
전문,스모프카비벤페리페랄주,SWEDEN,1206ML/4BAG/PACK,"  1,593,732 "
전문,스모프카비벤페리페랄주,SWEDEN,1448ML/4BAG/PACK,"  2,012,617 "
전문,스모프카비벤페리페랄주,SWEDEN,1904ML/4BAG/PACK,"  317,738 "
일반,스완타치,JAPAN,15ML/BOTTLE,"  32,369 "
전문,스카이리치프리필드시린지주,GERMANY,0.83ML/2PFS/BOX,"  8,099,893 "
전문,스칸도네스트3%주,FRANCE,1.8ML/50AMP/BOX,"  14,865 "
전문,스캔룩스300주사액,AUSTRIA,100ML/BOTTLE,"  727,617 "
전문,스캔룩스300주사액,AUSTRIA,125ML/BOTTLE,"  431,368 "
전문,스캔룩스300주사액,AUSTRIA,150ML/BOTTLE,"  2,531,467 "
전문,스캔룩스300주사액,AUSTRIA,200ML/BOTTLE,  882 
전문,스캔룩스300주사액,AUSTRIA,500ML/BOTTLE,"  404,728 "
전문,스캔룩스300주사액,AUSTRIA,50ML/BOTTLE,"  155,203 "
전문,스캔룩스300주사액,AUSTRIA,75ML/BOTTLE,"  5,956 "
