,전문/일반,품목명,국가,포장단위,sales,year
1909,전문,테크네스캔리오엠에이에이주,NETHERLANDS,5VIAL/KIT,95130,2017-01-01
1910,전문,테크네스캔매그3주,NETHERLANDS,5VIAL/KIT,455995,2017-01-01
1911,전문,테크네스캔세스타미비1mg주,NETHERLANDS,5VIAL/BOX,342001,2017-01-01
1912,전문,티쎈트릭주,USA,1VIAL/BOX,2234476,2017-01-01
1913,전문,텍타정40밀리그램,CANADA,10TAB/3PTP/PACK,141394,2017-01-01
1914,전문,테고캡슐20,TAIWAN,14CAP/4PTP/PACK,60144,2017-01-01
1915,전문,테고캡슐25,TAIWAN,14CAP/4PTP/PACK,84000,2017-01-01
1916,전문,테그레톨씨알정200밀리그램,SWITZERLAND,10TAB/10PTP/PACK,861292,2017-01-01
1917,전문,테그레톨정200밀리그램,SWITZERLAND,10TAB/10PTP/PACK,333132,2017-01-01
1918,전문,테크시스과테크네튬산나트륨(99mTc)주사액제너레이터,FRANCE,200MCI/1PACK(4GBQ),934,2017-01-01
1919,전문,텍시빌텍시스테크네튬(99mTc)제너레이터,FRANCE,108MCI/VIAL,15653,2017-01-01
1920,전문,텍시빌텍시스테크네튬(99mTc)제너레이터,FRANCE,162MCI/VIAL,19550,2017-01-01
1921,전문,텍시빌텍시스테크네튬(99mTc)제너레이터,FRANCE,216MCI/VIAL,6385,2017-01-01
1922,전문,텍시빌텍시스테크네튬(99mTc)제너레이터,FRANCE,324MCI/VIAL,29465,2017-01-01
1923,전문,텍시빌텍시스테크네튬(99mTc)제너레이터,FRANCE,432MCI/VIAL,2087,2017-01-01
1924,전문,텔레브릭스30메글루민주,FRANCE,100ML/10VIAL/BOX,254755,2017-01-01
1925,전문,테모달캡슐100밀리그램,BELGIUM,1CAP/5SACHET/PACK,1619400,2017-01-01
1926,전문,테모달캡슐20밀리그램,U.K,1CAP/5PTP/PACK,446852,2017-01-01
1927,전문,테모달캡슐250밀리그램,BELGIUM,1CAP/5PTP/PACK,585279,2017-01-01
1928,전문,테몰드캡슐250밀리그램,GERMANY,5CAP/BOTTLE,82824,2017-01-01
1929,전문,테몰드캡슐100밀리그램,GERMANY,5CAP/BOTTLE,127380,2017-01-01
1930,전문,테몰드캡슐20밀리그램,GERMANY,5CAP/BOTTLE,145279,2017-01-01
1931,전문,테리본피하주사56.5마이크로그램,JAPAN,60.6MCG/1VIAL/PACK,1630448,2017-01-01
1932,전문,테라마이신안연고,INDONESIA,3.5G/1TUBE/BOX,480051,2017-01-01
1933,전문,테렐액,USA,250ML/BOTTLE,138768,2017-01-01
1934,전문,테트라스판주10%,GERMANY,500ML/BAG,117083,2017-01-01
1935,전문,테트라스판주6%,GERMANY,500ML/BAG,689308,2017-01-01
1936,전문,테트락심주,FRANCE,0.5ML/1PFS/PACK,4193055,2017-01-01
1937,전문,테바아나스트로졸정1밀리그램,ISRAEL,7TAB/4PTP/PACK,99528,2017-01-01
1938,전문,테바아자티오프린정,NETHERLANDS,10TAB/10PTP/PACK,167173,2017-01-01
1939,전문,테바둘록세퀄캡슐30밀리그램,GERMANY,7CAP/4PTP/PACK,5540,2017-01-01
1940,전문,테바둘록세퀄캡슐60밀리그램,GERMANY,7CAP/4PTP/PACK,5762,2017-01-01
1941,전문,테바엘로티닙정25mg,CANADA,10TAB/3PTP/PACK,8796,2017-01-01
1942,전문,테바가바펜퀄캡슐100밀리그램,U.K,10CAP/5PTP/PACK,1109,2017-01-01
1943,전문,테바가바펜퀄캡슐300밀리그램,U.K,10CAP/5PTP/PACK,1725,2017-01-01
1944,전문,테바가바펜퀄캡슐400밀리그램,U.K,10CAP/5PTP/PACK,1078,2017-01-01
1945,전문,테바메트포르민정1000mg,ISRAEL,10TAB/6PTP/PACK,10046,2017-01-01
1946,전문,테바메트포르민정850mg,ISRAEL,10TAB/6PTP/PACK,16678,2017-01-01
1947,전문,테바미르타자핀오디티정15밀리그램,U.K,6TAB/5PTP/PACK,22200,2017-01-01
1948,전문,테바미르타자핀오디티정30밀리그램,U.K,6TAB/5PTP/PACK,30240,2017-01-01
1949,전문,탈라이드캡슐50밀리그램,INDIA,10CAP/3PTP/BOX,1200,2017-01-01
1950,전문,다이이치염화탈륨(201TI)주사액,JAPAN,2ML(148MBQ=4MCI)/VIAL,209558,2017-01-01
1951,전문,다이이치염화탈륨(201TI)주사액,JAPAN,5ML(370MBQ=10MCI)/VIAL,263378,2017-01-01
1952,전문,듀폰염화탈륨(201TI)주사액,USA,11MCI/VIAL,95495,2017-01-01
1953,전문,듀폰염화탈륨(201TI)주사액,USA,19.8MCI/VIAL,10000,2017-01-01
1954,전문,듀폰염화탈륨(201TI)주사액,USA,6.6MCI/VIAL,90,2017-01-01
1955,전문,테크네디티피에이키트주사,JAPAN,20MG/10VIAL/KIT,15234,2017-01-01
1956,전문,더존울트라케어왈터베리겔20%,USA,30ML/BOTTLE,82099,2017-01-01
1957,전문,치모글로부린주사,NETHERLANDS,25MG/VIAL,5357537,2017-01-01
1958,전문,젠자임타이로젠주,USA,44.6MG/VIAL,3171199,2017-01-01
1959,전문,싸이로키피치료용요오드화나트륨(I-131)캡슐,POLAND,1295MBQ/1CAP/PACK,8940,2017-01-01
1960,전문,싸이로키피치료용요오드화나트륨(I-131)캡슐,POLAND,1850MBQ/1CAP/PACK,73,2017-01-01
1961,전문,싸이로키피치료용요오드화나트륨(I-131)캡슐,POLAND,3700MBQ/1CAP/PACK,1121,2017-01-01
1962,전문,티모프틱0.5%점안액,FRANCE,5ML/BOTTLE,72725,2017-01-01
1963,전문,티모프틱엑스이0.5%점안액,FRANCE,2.5ML/BOTTLE,205762,2017-01-01
1964,전문,티씰,AUSTRIA,1ML/2SYRINGE/PACK,3158859,2017-01-01
1965,전문,티씰,AUSTRIA,2ML/2SYRINGE/PACK,2537030,2017-01-01
1966,전문,티비케이정50밀리그램,U.K,30TAB/1BOTTLE/PACK,1124011,2017-01-01
1967,전문,토브라덱스점안액,BELGIUM,5ML/BOTTLE/PACK,140754,2017-01-01
1968,전문,토브렉스0.3%점안액,BELGIUM,5ML/1BOTTLE/PACK,46090,2017-01-01
1969,전문,토브렉스안연고,BELGIUM,3.5G/1TUBE/PACK,15340,2017-01-01
1970,전문,토렘정10밀리그램,GERMANY,10TAB/10PTP/BOX,190925,2017-01-01
1971,전문,토렘정2.5밀리그램,GERMANY,10TAB/10PTP/BOX,192305,2017-01-01
1972,전문,토렘정5밀리그램,GERMANY,10TAB/10PTP/BOX,609273,2017-01-01
1973,전문,토리셀주,U.K,1.2ML/1VIAL/PACK,516407,2017-01-01
1974,전문,토스트렉스겔2%,U.K,60G/CAN,84083,2017-01-01
1975,전문,투제오주솔로스타,GERMANY,1.5ML/3PEN/PACK,8763880,2017-01-01
1976,전문,토비애즈서방정4밀리그램,U.K,7TAB/4PTP/CARTON,1897523,2017-01-01
1977,전문,토비애즈서방정8밀리그램,U.K,7TAB/4PTP/PACK,693834,2017-01-01
1978,전문,트라클리어정62.5밀리그램,JAPAN,10TAB/6PTP/BOX,3446723,2017-01-01
1979,전문,트랙토실주,SWITZERLAND,0.9ML/VIAL,109411,2017-01-01
1980,전문,트랙토실주,SWITZERLAND,5ML/VIAL,3817330,2017-01-01
1981,전문,트라젠타듀오정2.5/1000밀리그램,USA,10TAB/3PTP/PACK,2867,2017-01-01
1982,전문,트라젠타듀오정2.5/1000밀리그램,USA,10TAB/6PTP/PACK,11950586,2017-01-01
1983,전문,트라젠타듀오정2.5/500밀리그램,USA,10TAB/3PTP/PACK,2867,2017-01-01
1984,전문,트라젠타듀오정2.5/500밀리그램,USA,10TAB/6PTP/PACK,13380313,2017-01-01
1985,전문,트라젠타듀오정2.5/850밀리그램,USA,10TAB/3PTP/PACK,2867,2017-01-01
1986,전문,트라젠타듀오정2.5/850밀리그램,USA,10TAB/6PTP/PACK,10569102,2017-01-01
1987,전문,트라젠타정,USA,10TAB/3PTP/PACK,35929498,2017-01-01
1988,전문,트라바탄점안액0.004%,SINGAPORE,2.5ML/1BOTTLE/PACK,1135300,2017-01-01
1989,전문,트라보코트크림,AUSTRIA,15G/TUBE,418121,2017-01-01
1990,전문,트레시바플렉스터치주100단위/밀리리터,DENMARK,3ML/5PEN/PACK,13870172,2017-01-01
1991,전문,트리돌솔루블정,GERMANY,10TAB/5PTP/CASE,72034,2017-01-01
1992,전문,트리렙탈필름코팅정300밀리그램,SWITZERLAND,10TAB/10PTP/PACK,1528232,2017-01-01
1993,전문,트리렙탈필름코팅정150mg,SWITZERLAND,10TAB/10PTP/PACK,449928,2017-01-01
1994,전문,트리렙탈필름코팅정600mg,SWITZERLAND,10TAB/10PTP/PACK,1859711,2017-01-01
1995,전문,트리렙탈현탁액6%,SWITZERLAND,100ML/1BOTTLE/PACK,651019,2017-01-01
1996,전문,트리리픽스캡슐,IRELAND,10CAP/3PTP/PACK,20,2017-01-01
1997,전문,트리세녹스주,JAPAN,10ML/5AMP/PACK,391650,2017-01-01
1998,전문,트리멕정,U.K,30TAB/1BOTTLE/PACK,17441435,2017-01-01
1999,전문,트롬보젝주1%10mg/mL,CANADA,2ML/10VIAL/BOX,49023,2017-01-01
2000,전문,트롬보젝주3%30mg/mL,CANADA,2ML/10VIAL/BOX,62309,2017-01-01
2001,전문,트롬보젝주3%30mg/ml,CANADA,5ML/5VIAL/BOX,22286,2017-01-01
2002,전문,트루리시티0.75밀리그램/0.5밀리리터(일회용펜),USA,0.5ML/2PEN/PACK,1759570,2017-01-01
2003,전문,트루리시티0.75밀리그램/0.5밀리리터(일회용펜),USA,0.5ML/PEN/PACK,1847,2017-01-01
2004,전문,트루리시티1.5밀리그램/0.5밀리리터(일회용펜),USA,0.5ML/2PEN/PACK,3635585,2017-01-01
2005,전문,트루리시티1.5밀리그램/0.5밀리리터(일회용펜),USA,0.5ML/PEN/PACK,9338,2017-01-01
2006,전문,트루솝점안액,FRANCE,5ML/BOTTLE,266759,2017-01-01
2007,전문,트루바다정,IRELAND,30TAB/BOTTLE,2527805,2017-01-01
2008,전문,튜베르쿨린피피디알티23에스에스아이/APC,DENMARK,1.5ML/10VIAL/BOX,488098,2017-01-01
2009,전문,트윈스타정40/10밀리그램,GERMANY,10TAB/3PTP/PACK,3599797,2017-01-01
2010,전문,트윈스타정40/5밀리그램,GERMANY,10TAB/3PTP/PACK,21499538,2017-01-01
2011,전문,트윈스타정80/5밀리그램,GERMANY,10TAB/3PTP/PACK,12072575,2017-01-01
2012,전문,타이가실주,U.K,50MG/10VIAL/PACK,1978829,2017-01-01
2013,전문,타이커브정250밀리그램,AUSTRALIA,30TAB/BOTTLE,4150533,2017-01-01
2014,전문,티로신에스주사(트리트먼트코오스A),U.K,5ML/2(OR3)VIAL/SET,4702,2017-01-01
2015,전문,티로신에스주사(트리트먼트코오스B),U.K,5ML/2(OR3)VIAL/SET,69355,2017-01-01
2016,전문,티로신에스주사(트리트먼트코오스C),U.K,5ML/2(OR3)VIAL/SET,17925,2017-01-01
2017,전문,티로신에스주사(트리트먼트코오스D),U.K,5ML/2(OR3)VIAL/SET,18093,2017-01-01
2018,전문,티로신에스주사(트리트먼트코오스E),U.K,5ML/2(OR3)VIAL/SET,7198,2017-01-01
2019,전문,티로신에스주사(트리트먼트코오스F),U.K,5ML/2(OR3)VIAL/SET,10675,2017-01-01
2020,전문,티로신에스주사(컨티뉴에이션코오스A),U.K,7ML/1VIAL/SET,12529,2017-01-01
2021,전문,티로신에스주사(컨티뉴에이션코오스B),U.K,7ML/1VIAL/SET,281958,2017-01-01
2022,전문,티로신에스주사(컨티뉴에이션코오스C),U.K,7ML/1VIAL/SET,48704,2017-01-01
2023,전문,티로신에스주사(컨티뉴에이션코오스D),U.K,7ML/1VIAL/SET,39043,2017-01-01
2024,전문,티로신에스주사(컨티뉴에이션코오스E),U.K,7ML/1VIAL/SET,17759,2017-01-01
2025,전문,티로신에스주사(컨티뉴에이션코오스F),U.K,7ML/1VIAL/SET,18213,2017-01-01
2026,전문,티사브리주,SWITZERLAND,15ML/VIAL,88424,2017-01-01
2027,전문,유시락스시럽,BELGIUM,100ML/BOTTLE/BOX,1955438,2017-01-01
2028,전문,울트라테크네카우제너레이터,JAPAN,11.1GBQ(300MCI/1GENERATOR),204347,2017-01-01
2029,전문,울트라테크네카우제너레이터,JAPAN,18.5GBQ(500MCI/1GENERATOR),445351,2017-01-01
2030,전문,울트라테크네카우제너레이터,JAPAN,37GBQ(1000MCI/1GENERATOR),392885,2017-01-01
2031,전문,울트라테크네카우제너레이터,JAPAN,7.4GBQ(200MCI/1GENERATOR),45820,2017-01-01
2032,전문,유나신주사750밀리그램,JAPAN,750MG/10VIAL/BOX,216155,2017-01-01
2033,전문,유나신정375mg,ITALY,10TAB/3PTP/PACK,246904,2017-01-01
2034,전문,유니필서방정200mg,CANADA,500TAB/1BOTTLE/BOX,125679,2017-01-01
2035,전문,유니필서방정400mg,CANADA,500TAB/1BOTTLE/BOX,46438,2017-01-01
2036,전문,업트라비정200마이크로그램,SWITZERLAND,10TAB/6PTP/BOX,48100,2017-01-01
2037,전문,업트라비정400마이크로그램,SWITZERLAND,10TAB/6PTP/BOX,52108,2017-01-01
2038,전문,업트라비정800마이크로그램,SWITZERLAND,10TAB/6PTP/BOX,48099,2017-01-01
2039,전문,유레아캡슐,CHINA,20CAP/BOTTLE,203500,2017-01-01
2040,전문,우레아13C브래스테스트키트,CHINA,1CUP(3.3G)/KIT,36000,2017-01-01
2041,전문,유로미텍산주,GERMANY,4ML/15AMP/BOX,510216,2017-01-01
2042,전문,유트로게스탄연질캡슐,THAILAND,15CAP/2PTP/PACK,538741,2017-01-01
2043,전문,유트로게스탄질좌제200mg,THAILAND,15CAP/1PTP/PACK,1175599,2017-01-01
2044,전문,바헬바레스피맷,GERMANY,4.5ML/CATRIDGE,3604221,2017-01-01
2045,전문,발싸이트정450밀리그램,SWITZERLAND,60TAB/1BOTTLE/PACK,1300531,2017-01-01
2046,전문,발트렉스정500밀리그램,SPAIN,10TAB/1PTP/PACK,323478,2017-01-01
2047,전문,발트렉스정500밀리그램,SPAIN,6TAB/7PTP/PACK,647806,2017-01-01
2048,전문,박타주,USA,0.5ML/10PFS/PACK,2365645,2017-01-01
2049,전문,박타프리필드시린지,USA,1ML/10PFS/BOX,8281764,2017-01-01
2050,전문,바리-엘백신,CHINA,0.5ML/10VIAL/BOX,2140832,2017-01-01
2051,전문,바스티난엠알서방정,FRANCE,30TAB/2PTP/BOX,3301238,2017-01-01
2052,전문,바스티난정,CHINA,1000TAB/1BOTTLE/BOX,323500,2017-01-01
2053,전문,바스티난정,CHINA,15TAB/6PTP/BOX,166139,2017-01-01
2054,전문,박사르정6밀리그램,SPAIN,7TAB/4PTP/PACK,213564,2017-01-01
2055,전문,박사르정2밀리그램,SPAIN,7TAB/4PTP/PACK,342296,2017-01-01
2056,전문,박사르정4밀리그램,SPAIN,7TAB/4PTP/PACK,725326,2017-01-01
2057,전문,박셈힙(프리필드시린지),ITALY,0.5ML/10PFS/PACK,3751969,2017-01-01
2058,전문,박씨그리프주,FRANCE,0.25ML/10PFS/BOX,564422,2017-01-01
2059,전문,박씨그리프주,FRANCE,0.5ML/10PFS/BOX,914227,2017-01-01
2060,전문,박씨그리프테트라주,FRANCE,0.5ML/10PFS/BOX,5720000,2017-01-01
2061,전문,벨케이드주,BELGIUM,3.5MG/1VIAL/PACK,8643866,2017-01-01
2062,전문,벨조밉주1밀리그램,NETHERLANDS,1MG/1VIAL/BOX,28052,2017-01-01
2063,전문,벨조밉주3.5밀리그램,NETHERLANDS,3.5MG/1VIAL/BOX,77042,2017-01-01
2064,전문,베마케스트주,JAPAN,2ML/AMP,182327,2017-01-01
2065,전문,베믈리디정,U.K,30TAB/BOTTLE,2099958,2017-01-01
2066,전문,베노훼럼주,SWITZERLAND,5ML/5AMP/BOX,698523,2017-01-01
2067,전문,벤타비스흡입액,AUSTRALIA,2ML/30BOTTLE/PACK,370313,2017-01-01
2068,전문,벤토린에보할러,AUSTRALIA,1INHALER/PACK(200DOSE),1073401,2017-01-01
2069,전문,벤토린네뷸2.5mg,AUSTRALIA,2.5ML/20AMP/PACK,915769,2017-01-01
2070,전문,벤토린흡입액,U.K,20ML/1BOTTLE/PACK,519466,2017-01-01
2071,전문,베루말액,GERMANY,13ML/BOTTLE,263769,2017-01-01
2072,전문,베사노이드연질캡슐10밀리그램,GERMANY,100CAP/BOTTLE,844190,2017-01-01
2073,전문,베시케어정10밀리그램,NETHERLANDS,10TAB/10PTP/BOX,2326633,2017-01-01
2074,전문,베시케어정5밀리그램,NETHERLANDS,10TAB/10PTP/BOX,9194604,2017-01-01
2075,전문,브이펜드주사200밀리그램,U.K,1VIAL/PACK,1755301,2017-01-01
2076,전문,브이펜드정200밀리그램,U.K,7TAB/2PTP/CARTON,1372782,2017-01-01
2077,전문,비아그라정100밀리그램,AUSTRALIA,2TAB/2PTP/BOX,2801833,2017-01-01
2078,전문,바이브라마이신-엔정100밀리그램,AUSTRIA,10TAB/10PTP/BOX,135512,2017-01-01
2079,전문,빅토자펜주6밀리그램/밀리리터,DENMARK,3ML/2PEN/PACK,92304,2017-01-01
2080,전문,비다자주100밀리그램,U.K,100MG/VIAL,8748986,2017-01-01
2081,전문,바이덱스EC서방캅셀400밀리그램,USA,30CAP/BOTTLE,23239,2017-01-01
2082,전문,비키라정,U.K,2TAB/7PTP/4PACK/BOX,7533863,2017-01-01
2083,전문,비가목스점안액0.5%,SINGAPORE,5ML/BOTTLE/PACK,2106074,2017-01-01
2084,전문,비가목스점안액0.5%,USA,5ML/BOTTLE/PACK,22,2017-01-01
2085,전문,비미짐주,U.K,5MG/VIAL,4833000,2017-01-01
2086,전문,비모보정500/20밀리그램,SWEDEN,30TAB/1BOTTLE/PACK,1291197,2017-01-01
2087,전문,비모보정500/20밀리그램,SWEDEN,60TAB/1BOTTLE/PACK,3867178,2017-01-01
2088,전문,빔팻정50mg,BELGIUM,14TAB/4PTP/BOX,13480,2017-01-01
2089,전문,황산빈블라스틴피씨에치주사,NETHERLANDS,1VIAL/PACK,13964,2017-01-01
2090,전문,비리어드정,U.K,30TAB/BOTTLE,71442398,2017-01-01
2091,전문,버간점안겔,FRANCE,5G/TUBE,121329,2017-01-01
2092,전문,비잔정,GERMANY,14TAB/2PTP/PACK,2604960,2017-01-01
2093,전문,비스코트점안액,BELGIUM,0.75ML/1SYRINGE/PACK,396341,2017-01-01
2094,전문,비지파크주270밀리그램,NORWAY,100ML/10USB/PACK,2562696,2017-01-01
2095,전문,비지파크주270밀리그램,NORWAY,50ML/10USB/PACK,485608,2017-01-01
2096,전문,비지파크주320밀리그램,NORWAY,100ML/10USB/PACK,8261100,2017-01-01
2097,전문,비지파크주320밀리그램,NORWAY,150ML/10USB/PACK,1896773,2017-01-01
2098,전문,비지파크주320밀리그램,NORWAY,200ML/10USB/PACK,1561971,2017-01-01
2099,전문,비지파크주320밀리그램,NORWAY,50ML/10USB/PACK,1310386,2017-01-01
2100,전문,비쥬다인주사,SWITZERLAND,15ML/VIAL,540967,2017-01-01
2101,전문,비타민D3비오엔주,FRANCE,1ML/AMP,619296,2017-01-01
2102,전문,비타민디(D)3비코트랫주,GERMANY,1ML/5AMP/PACK,282324,2017-01-01
2103,전문,비바코정10밀리그램,CANADA,30TAB/BOTTLE,3290919,2017-01-01
2104,전문,비바코정10밀리그램,CANADA,7TAB/4PTP/BOX,524155,2017-01-01
2105,전문,비바코정20밀리그램,CANADA,30TAB/BOTTLE,276424,2017-01-01
2106,전문,비바코정5밀리그램,CANADA,30TAB/BOTTLE,1924940,2017-01-01
2107,전문,비바코정5밀리그램,CANADA,7TAB/4PTP/BOX,296124,2017-01-01
2108,전문,비비안트정20밀리그램,U.K,14TAB/2PTP/PACK,2227326,2017-01-01
2109,전문,볼리브리스정10밀리그램,CANADA,10TAB/3PTP/PACK,587654,2017-01-01
2110,전문,볼리브리스정5밀리그램,CANADA,10TAB/3PTP/PACK,518957,2017-01-01
2111,전문,볼루라이트주6%,GERMANY,500ML/BAG,4687920,2017-01-01
2112,전문,볼루벤주,GERMANY,500ML/BAG,348956,2017-01-01
2113,전문,보리코정200밀리그램,NETHERLANDS,10TAB/3PTP/BOX,6177,2017-01-01
2114,전문,보트리엔트정200밀리그램,U.K,30TAB/1BOTTLE/PACK,893580,2017-01-01
2115,전문,보트리엔트정400밀리그램,U.K,30TAB/1BOTTLE/PACK,6135250,2017-01-01
2116,전문,비프리브주,IRELAND,4ML/VIAL,1030848,2017-01-01
2117,전문,바이토린정10/10,AUSTRALIA,10TAB/3PTP/PACK,6926011,2017-01-01
2118,전문,바이토린정10/20,AUSTRALIA,10TAB/3PTP/PACK,5910336,2017-01-01
2119,전문,바이토린정10/40,AUSTRALIA,10TAB/3PTP/PACK,359410,2017-01-01
2120,전문,웰부트린서방정150㎎,AUSTRALIA,10TAB/6PTP/PACK,1432046,2017-01-01
2121,전문,웰부트린엑스엘정150밀리그램,CANADA,30TAB/1BOTTLE/PACK,382925,2017-01-01
2122,전문,웰부트린엑스엘정300밀리그램,CANADA,30TAB/1BOTTLE/PACK,463435,2017-01-01
2123,전문,윌리진캡슐25밀리그램,TAIWAN,100CAP/BOTTLE,42900,2017-01-01
2124,전문,윌리진캡슐50밀리그램,TAIWAN,100CAP/BOTTLE,66508,2017-01-01
2125,전문,윈로에스디에프주1500IU,CANADA,1VIAL/BOX,177152,2017-01-01
2126,전문,윈로에스디에프주600IU,CANADA,1VIAL/BOX,9648,2017-01-01
2127,전문,잘라콤점안액,BELGIUM,2.5ML/BOTTLE,681378,2017-01-01
2128,전문,잘라탄점안액50mcg/mL,U.K,0.2ML/30TUBE/PACK,584758,2017-01-01
2129,전문,잘라탄점안액50mcg/mL,U.K,2.5ML/BOTTLE,6518927,2017-01-01
2130,전문,잴코리캡슐200밀리그램,USA,10CAP/6PTP/PACK,816000,2017-01-01
2131,전문,잴코리캡슐250밀리그램,USA,10CAP/6PTP/PACK,9624480,2017-01-01
2132,전문,잘보빈정500밀리그램,CYPRUS,12TAB/10PTP/PACK,46382,2017-01-01
2133,전문,자미올겔,DENMARK,60G/1GEL/BOX,110105,2017-01-01
2134,전문,자미올겔,DENMARK,60G/BOTTLE,745473,2017-01-01
2135,전문,키산본에스주사액,JAPAN,5ML/50AMP/BOX,455037,2017-01-01
2136,전문,자렐토정10밀리그램,GERMANY,10TAB/3PTP/PACK,5675326,2017-01-01
2137,전문,자렐토정15밀리그램,GERMANY,10TAB/10PTP/PACK,4110753,2017-01-01
2138,전문,자렐토정15밀리그램,GERMANY,10TAB/3PTP/PACK,4406587,2017-01-01
2139,전문,자렐토정20밀리그램,GERMANY,10TAB/10PTP/PACK,5016242,2017-01-01
2140,전문,자렐토정20밀리그램,GERMANY,10TAB/3PTP/PACK,6399052,2017-01-01
2141,전문,젤잔즈정5밀리그램,USA,30TAB/BOTTLE,1419726,2017-01-01
2142,전문,젤로다정150밀리그램,SWITZERLAND,10TAB/6PTP/PACK,583206,2017-01-01
2143,전문,젤로다정500밀리그램,SWITZERLAND,10TAB/12PTP/PACK,3319811,2017-01-01
2144,전문,제네틱스300주사,FRANCE,100ML/10BAG/BOX,77781,2017-01-01
2145,전문,제네틱스300주사,FRANCE,100ML/10VIAL/BOX,846369,2017-01-01
2146,전문,제네틱스300주사,FRANCE,150ML/10BAG/BOX,3342534,2017-01-01
2147,전문,제네틱스300주사,FRANCE,150ML/10VIAL/BOX,830012,2017-01-01
2148,전문,제네틱스300주사,FRANCE,150ML/BAG/BOX,333086,2017-01-01
2149,전문,제네틱스300주사,FRANCE,500ML/10BAG/BOX,1857036,2017-01-01
2150,전문,제네틱스300주사,FRANCE,500ML/10VIAL/BOX,3754,2017-01-01
2151,전문,제네틱스300주사,FRANCE,500ML/1VIAL/BOX,489698,2017-01-01
2152,전문,제네틱스300주사,FRANCE,50ML/25VIAL/BOX,86849,2017-01-01
2153,전문,제네틱스350주사,FRANCE,100ML/10BAG/BOX,73507,2017-01-01
2154,전문,제네틱스350주사,FRANCE,100ML/10VIAL/BOX,1089497,2017-01-01
2155,전문,제네틱스350주사,FRANCE,150ML/10BAG/BOX,1342136,2017-01-01
2156,전문,제네틱스350주사,FRANCE,150ML/10VIAL/BOX,2088963,2017-01-01
2157,전문,제네틱스350주사,FRANCE,150ML/BAG/BOX,579,2017-01-01
2158,전문,제네틱스350주사,FRANCE,500ML/10BAG/BOX,1334110,2017-01-01
2159,전문,제네틱스350주사,FRANCE,500ML/1VIAL/BOX,679893,2017-01-01
2160,전문,제네틱스350주사,FRANCE,50ML/25VIAL/BOX,61726,2017-01-01
2161,전문,제니칼캡슐120밀리그램,GERMANY,21CAP/4PTP/PACK,793702,2017-01-01
2162,전문,제니칼캡슐120밀리그램,U.K,21CAP/4PTP/PACK,1232458,2017-01-01
2163,전문,제오민주,GERMANY,100UNIT/1VIAL/PACK,2013787,2017-01-01
2164,전문,엑스지바주,USA,1.7ML/1VIAL/PACK,134545,2017-01-01
2165,전문,직듀오서방정10/1000밀리그램,SWEDEN,6TAB/5PTP/PACK,1809037,2017-01-01
2166,전문,직듀오서방정10/500밀리그램,SWEDEN,6TAB/5PTP/PACK,1009643,2017-01-01
2167,전문,자이렙캡슐40밀리그램,SWITZERLAND,7CAP/4PTP/PACK,6223,2017-01-01
2168,전문,자이렙엑스엘서방정,SWITZERLAND,14TAB/2PTP/PACK,504439,2017-01-01
2169,전문,조피고주,GERMANY,6ML/1VIAL/PACK,102431,2017-01-01
2170,전문,조겔어덜트진지발겔,FRANCE,50G/BOTTLE,41759,2017-01-01
2171,전문,졸레어주사,SWITZERLAND,(1VIAL+1AMP)/BOX,1419489,2017-01-01
2172,전문,졸레어프리필드시린지주150,U.K,1ML/1PFS/PACK,486,2017-01-01
2173,전문,조터나흡입용캡슐110/50마이크로그램,U.K,6CAP/5PTP/BOX,2659551,2017-01-01
2174,전문,엑스탄디연질캡슐40mg,NETHERLANDS,28CAP/4PTP/BOX,1351365,2017-01-01
2175,전문,자이레스테신에이주,GERMANY,1.7ML/50AMP/CARTON,1588507,2017-01-01
2176,전문,진타솔로퓨즈프리필드주,CANADA,1000IU/1SYRINGE/PACK,1284998,2017-01-01
2177,전문,진타솔로퓨즈프리필드주,CANADA,2000IU/1SYRINGE/PACK,2375312,2017-01-01
2178,전문,진타솔로퓨즈프리필드주,CANADA,250IU/1SYRINGE/PACK,214805,2017-01-01
2179,전문,진타솔로퓨즈프리필드주,CANADA,3000IU/1SYRINGE/PACK,347040,2017-01-01
2180,전문,진타솔로퓨즈프리필드주,CANADA,500IU/1SYRINGE/PACK,654378,2017-01-01
2181,전문,씨잘액,GERMANY,200ML/BOTTLE/BOX,1367353,2017-01-01
2182,전문,씨잘정5밀리그램,SWITZERLAND,10TAB/9PTP/BOX,2830080,2017-01-01
2183,전문,야스민정,GERMANY,21TAB/1PTP/PACK,808079,2017-01-01
2184,전문,야즈정,GERMANY,28TAB/1PTP/PACK,5049750,2017-01-01
2185,전문,예나트론질좌제,ITALY,12EA/BOX,128733,2017-01-01
2186,전문,여보이주50밀리그램/10밀리리터,USA,10ML/1VIAL/BOX,276608,2017-01-01
2187,전문,욘델리스주사1.0밀리그램,SPAIN,1VIAL/PACK,52277,2017-01-01
2188,전문,자닥신주,ITALY,1.6MG/2VIAL/PACK,8314200,2017-01-01
2189,전문,자디텐시럽,SWITZERLAND,100ML/BOTTLE,993597,2017-01-01
2190,전문,자디텐정,SWITZERLAND,10TAB/6PTP/PACK,520842,2017-01-01
2191,전문,잘트랩주25mg/mL,FRANCE,4ML/1VIAL/PACK,290510,2017-01-01
2192,전문,잘트랩주25mg/mL,FRANCE,8ML/1VIAL/PACK,694889,2017-01-01
